ArticleId,Text,Category
96,dent continues adelaide progress american taylor dent reached the final of the australian hardcourt event in adelaide with a crushing 6-1 6-1 win over argentine juan ignacio chela.  dent will meet swede joachim johansson on sunday after the second seed survived a tense tie-break to defeat belgium s olivier rochus 6-1 7-6 (7/5). johansson  the boyfriend of lleyton hewitt s sister jaslyn  received strong crowd support on saturday.  it feels like home for me  because jaslyn lives here   said johansson. rochus was leading 5-4 in the second set tiebreak but his concentration was ruffled by a disputed line call and the match slipped away.  it was so close - one mistake like this and the match is over  it s tough. for me  it was clearly out   rochus said.,sport
98,ireland win eclipses refereeing  errors  the international rugby board may have to step in to stop frustrated coaches and players from publicly haranguing referees when things go belly-up.  it may have to go the whole way and have nfl-style video cameras all over the field  or slap the vociferous perpetrators over the knuckles. what the irb does not want is a football scenario where the verbal slanging matches often overshadow the game itself. sunday s explosive six nations clash at lansdowne road was a good example as ireland took another step towards their first grand slam since 1948. the game was as exciting as it comes  with a much-improved england side enraged at a few decisions that did not go their way. one can understand that frustration. there was no doubt that ireland had the rub of the green in their 19-13 victory  but the reaction from the england camp may not have endeared them to the sport s  blazers . referee jonathan kaplan was not perfect by any means and two decisions in particular made him the villain of the piece. i doubt whether kaplan would have been too pleased at the comments made. after all  he has no public recourse to criticism.  it was the same for simon mcdowell  the touch judge who was heavily criticised by scotland coach matt williams after their defeat against france. as far as england were concerned  there were queries over mark cueto s first half-effort when he went over in the corner from a charlie hodgson kick.  england coach andy robinson referred to a similar case at ravenhill in january when ulster were playing gloucester in the heineken cup. on that occasion  david humphreys kicked to tommy bowe  who touched down in the corner only for the try to be wiped out. but you cannot have cameras at every conceivable angle to pick up such anomalies. perhaps robinson was right to say the referee should have gone upstairs when josh lewsey was driven over the irish line near the end.  lewsey claims he touched it down and was in full control. however  one has to credit ireland flanker johnny o connor for cleverly scooping the ball away and blocking any evidence of a touchdown. but in rugby  everything tends to even out over the 80 minutes. the referee also missed england s danny grewcock taking out ronan o gara off the ball to allow martin corry a sunday stroll to the line. those were the stand-out moments in a classic game between the two old foes.  but there were many more  and one should not take away from those. brian o driscoll s winning try was as well-conceived as they come  while charlie hodgson s brilliant kicking display was another highlight. and ronan o gara s tremendous ability to control the game was also a crucial component. but the defining moments came with ireland under the cosh in the final 15 minutes. two outstanding pieces of defensive play denied england and allowed ireland to hold on. the first was denis hickie s brilliant double tackle in the right-hand corner. he gobbled up cueto from another hodgson cross-field kick  then regained his feet to stop lewsey from scoring a certain try. ireland s second-row colossus paul o connell was equally superb. england had turned ireland one way then the other  and the defence cordon was slowly disintegrating. england prop matt stevens ran in at full steam to suck in a few more tacklers. unfortunately he ran into o connell who hit him hard - very hard - and then wrestled the ball away for a crucial turnover. that spoke volumes about ireland s back-foot display  with defensive coach mike ford taking a bow at the end. to win a game like that showed that ireland have moved forward. it may be tries that win games  but it is defence that wins championships.,sport
101,housewives lift channel 4 ratings the debut of us television hit desperate housewives has helped lift channel 4 s january audience share by 12% compared to last year.  other successes such as celebrity big brother and the simpsons have enabled the broadcaster to surpass bbc two for the first month since last july. bbc two s share of the audience fell from 11.2% to 9.6% last month in comparison with january 2004. celebrity big brother attracted fewer viewers than its 2002 series.  comedy drama desperate housewives managed to pull in five million viewers at one point during its run to date  attracting a quarter of the television audience. the two main television channels  bbc1 and itv1  have both seen their monthly audience share decline in a year on year comparison for january  while five s proportion remained the same at a slender 6.3%. digital multi-channel tv is continuing to be the strongest area of growth  with the bbc reporting freeview box ownership of five million  including one million sales in the last portion of 2004. its share of the audience soared by 20% in january 2005 compared with last year  and currently stands at an average of 28.6%.,entertainment
102,mauresmo opens with victory in la amelie mauresmo and maria sharapova won their opening matches at the tour championships in los angeles.  france s mauresmo routed vera zvonareva 6-1 6-0  while wimbledon champion sharapova was a 6-1 6-4 winner over fellow russian svetlana kuznetsova. american serena williams also won  edging russian elena dementieva 7-6 7-5 for her second victory of the event. the event is split into two groups of four with the top two from each advancing to the semi-finals.  mauresmo s win was her ninth in a row as she tries to overtake lindsay davenport for the number one spot. mauresmo spent five weeks at number one after the us open before injury ushered davenport back in front.  since then  i feel very confident on court and my game is there. i want to get the ranking back  but it s very different than before i was number one.  it was an obsession  but now i take it in a relaxed way.  mauresmo completed her first match in the season-ending championship in 54 minutes as russia s zvonareva struggled to return her serve and failed to achieve a single break point.   she got mad a little bit and i played some great tennis   said mauresmo  who was runner-up to kim clijsters in last year s final. zvonareva has lost both her games so far  having crashed 6-2 6-4 kuznetsova in the staples centre on wednesday.  sometimes not everything works   she said.  it was lots of pressure. maybe that is why i couldn t do 100%. but i was fighting.  sharapova  who lost 6-2 6-2 to kuznetsova in beijing in september  said:  in beijing  she was coming off such a big winning streak [14 matches] and she was unstoppable.  this time  it was important to start off well and put some pressure on her.  the tournament debutant added:  i love it here. the atmosphere is great.  to be here where the lakers play  you just feel that excitement. i love basketball.  williams admitted she is still some way off her best form but remained positive after two wins in two days.  it s hard to go out there and get it right but i m fighting and i m hoping   said williams.  what makes me happy is the effort. i had a really good effort today.  i m trying to add new dimensions to my game.,sport
104,hague s six-figure earnings shown the rewards of leaving front-bench politics are shown in the latest annual register of members  interests.  the register shows former tory leader william hague earning up to £820 000 on top of his mps  salary  much of it from speaking fees. his former shadow chancellor michael portillo makes up to £560 000 a year - partly because of speeches and tv work. ex-health secretary alan milburn earned up to £85 000 from speeches  articles and advice while not in the cabinet.  mr milburn was away from the frontbench for just more than a year between stepping down as health secretary and becoming labour s election supremo. his declared interests include £20 000 from newspaper articles and fees of up to £35 000 for four speeches. he also commanded a salary of between £25 000 and £35 000 for being on investment company bridgepoint capital s european advisory committee. his time out of office will  however  have lost him his £71 433 minister s salary. mr hague s work outside parliament included two one-man shows  which with other speaking fees netted him up to £480 000. he also earned up to £195 000 for a weekly column in the news of the world  and between £5 000 and £10 000 for presenting bbc 2 s have i got news for you. mr hague was also paid an undisclosed amount for the newspaper serialisation of his biography of william pitt the younger and up to £135 00 for work as an adviser to various companies.  former defence secretary michael portillo makes some of his money as a non-executive director of bae systems. he is to stand down as an mp at the next election. and former foreign secretary robin cook was paid between £45 001 and £50 000 for the paperback edition of his book about his resignation from government. his declared income of up to £205 000 also includes payments for being a consultant to the tote and for his regular column in the guardian newspaper. the register also shows former home office minister ann widdecombe declaring a £100 000 advance for her third and fourth novels. she also received up to £30 000 for acting as the guardian s agony aunt and between £5 001 and £10 000 for appearing on itv s celebrity fit club. david blunkett has become a paid adviser to indepen consulting limited now he is not home secretary - he helps them with seminars about the relationship between government and business. he earns between £5 001and £10 000 for the work.  tony blair s entry confirms that king abdullah of jordan paid for him to fly from a holiday in egypt to official discussions - and for a sightseeing tour to wadi rum. tory leader michael howard s only fresh entry is a christmas hamper from the sultan of brunei. he also declares a trip to mexico last year to address executives of news international  and helicopter and private jet travel paid for by supporters. liberal democrat leader charles kennedy registered donations to his office from supporters  a free ticket to last year s bafta awards and rent from a single-bedroom flat in london. the register only contains new information for december 2004 - but monday saw the publication of the annual review of the register  with the year s details. the payments are shown in bands of up £5 000  making it difficult to calculate the exact earnings.,politics
105,howard pitches for uk ethnic vote michael howard is to make a pitch for britain s ethnic vote urging people who feel  taken for granted  by tony blair to vote conservative.  he will say conservatives  share the same values  as the uk s minorities. and that he wants to build a  better britain  where everyone  whatever the colour of their skin or religion  can  make the most of their talents . but the tory leader will argue against positive discrimination saying it is  outdated and unjust .   it sets family against family and it leads ethnic communities to doubt their own abilities   he will argue. mr howard - himself the son of immigrants - will acknowledge that racial discrimination still exists in the uk.  people from ethnic communities  for example  still earn less than their white counterparts   he will say before arguing the answer to helping everyone to get on was  free enterprise  free trade  free speech . the tory leader will also call for religious tolerance arguing that hindus and sikhs as well as muslims got  caught in the downdraft of islamaphobia which was one of the terrible side effects of 9/11 .  mr howard will make his speech during a visit to support tory parliamentary hopefuls robert light and sayeeda warsi -  the first british muslim woman  selected to run for mp as a conservative candidate. he will attack labour s record in government over issues such as tax and he will set out tory plans for an immigration quota to be set by mps. mr howard will also attack the lib dems for wanting to abolish faith schools  introduce compulsory sex education from the age of seven  and  give contraceptives out in schools from the age of 11 .  so i say to all those people from ethnic minorities who feel mr blair and the liberal democrats take their votes for granted - come join us   he will say. lib dem president simon hughes branded mr howard  arrogant and wrong  for claiming the tories were the  natural party  for britain s ethnic minorities.  given the tories  considerably reduced support in urban areas  where many black and asian britons live  during their time in power  the evidence simply does not support his claims that the conservatives are the party for these communities   he said.,politics
106,loyalty cards idea for tv addicts viewers could soon be rewarded for watching tv as loyalty cards come to a screen near you.  any household hooked up to sky could soon be using smartcards in conjunction with their set-top boxes. broadcasters such as sky and itv could offer viewers loyalty points in return for watching a particular channel or programme. sky will activate a spare slot on set-top boxes in january  marketing magazine new media age reported.  sky set-top boxes have two slots. one is for the viewer s decryption card  while the other has been dormant until now.  loyalty cards have become a common addition to most wallets  as high street brands rush to keep customers with a series of incentives offered by store cards. now similar schemes look set to enter the highly competitive world of multi-channel tv. viewers who stay loyal to a particular tv channel could be rewarded by free tv content or freebies from retail partners. broadcasters aiming content at children could offer smartcards which gives membership to exclusive content and clubs.  parents could pre-pay for some content  as a kind of tv pocket money card   said nigel whalley  managing director of media consultancy decipher.  viewers could even be rewarded for watching ad breaks  with ideas such as ad bingo being touted by firms keen to make money out of the new market  said mr whalley. credit cards that have been chipped could be used in set-top boxes to pay for movies  gambling and gaming.  the idea of an intelligent card in boxes offers a lot of possibilities. it will be down to the ingenuity of the content players   said mr whalley. for the bbc  revenue-generating activity will be of little interest but the new development may prompt changes to freeview set-top boxes  said mr whalley. currently most freeview boxes do not have a slot which would allow viewers to use a smartcard. some 7.4 million households have sky boxes and sky is hoping to increase this to 10 million by 2010. loyalty cards could play a role in this  particularly in reducing the number of people who cancel their sky subscriptions  said ian fogg  an analyst with jupiter research.,tech
108,lit idol begins search for author the second pop idol-style search for literary talent has begun with the help of the brother of simon cowell.  writer tony cowell is among the judges who will hear aspiring writers read their work aloud. the winner gets a deal with literary agency curtis brown.  i m not going to be the mr nasty of books   said cowell  54  in reference to his brother s caustic remarks on tv shows pop idol and the x-factor. the 2004 winner  paul cavanagh  went on to sign a deal with harper collins.  this year  the competition is specifically looking for a crime writer. writers must submit up to 10 000 words from the opening chapters of their novels and a synopsis. professional readers will choose a shortlist of five following the competition closing date on 14 january.  the final five will then have to read their work in front of judging panel. a public vote will also take place  which will account for 25% of the final decision. the winner will be announced at the london book fair on 14 march next year and could be screened on tv.  it s very  very hard to find an agent and extremely difficult  without an agent  to get a publisher to look at your work   said cowell.  people do fall by the wayside and the more avenues we can provide for aspiring authors  the better   he added. paul cavanagh  a former university professor and health care consultant from ontario in canada  was one of 1 466 aspiring novelists to enter the first contest. he lifted the inaugural lit idol prize after reading aloud an excerpt of his work northwest passage. three film studios are said to be interested in buying film rights for the book  even though it is not finished yet.,entertainment
110,web radio takes spanish rap global spin the radio dial in the us and you are likely to find plenty of spanish-language music. but what you will not find is much spanish-language hip-hop.  hip-hop and rap are actually quite popular in the spanish-speaking world  but local artists are having trouble marketing their work abroad. but now  a us company is bringing rap and hip-hop en espanol to computer users everywhere. los caballeros de plan g are one of mexico s hottest hip-hop acts. they have a devoted fan base in their native monterrey. but most mexican hip-hop fans  not to mention fans in most of the spanish-speaking world  rarely get a chance to hear the group s tracks on the radio.   you can t really just go on the radio and listen to hip-hop in spanish... it s just not accessible   says manuel millan  a native of san diego  california.  it s really hard for the spanish hip-hop scene to get into mainstream radio. you usually have a very commercialised sound and the groups are not really known around the country or around the world.  millan and two friends set out to change that - they wanted to make groups like los caballeros de plan g accessible to fans globally.  mainstream radio stations were not going to play this kind of music  and starting their own broadcast station was economically impossible. so  millan and his friends launched a website called latinohiphopradio.com. the name says it all: it is web-based radio  devoted to the hottest spanish language rap and hip-hop tracks. the site  which is in both in english and spanish  is meant to be easy to navigate. all the user has to do is download a media player. there are no djs. it is just music streamed over the net for free. suddenly  with the help of the website  los caballeros de plan g are producing  export quality  rap.  the web might be just the right medium for spanish language hip-hop right now. the genre is in what millan calls its  infant stage . but the production values are improving  and artists such as argentina s mustafa yoda are pushing to make it better and better. mustafa yoda is currently one of the hottest tracks on latinohiphopradio.com.  he s considered the eminem of argentina  and the latin american hip-hop scene   millan says.  he really hasn t had that much exposure as far as anywhere in the world  but he s definitely the one to look out for as far as becoming the next big thing in the spanish-speaking world.  currently  the chilean group makisa is also in latinohiphopradio.com s top 10  as is cuban artist papo record.  every country s got it s own cultural differences and they try to put those into their own songs   millan says. latinohiphopradio.com has been up and running for a couple of months now. the site has listeners from across the spanish speaking world. right now  mexico leads the way  accounting for about 50% of listeners. but web surfers in spain are logging in as well - about 25% of the web station s traffic comes from there. that is not surprising as many consider spain to be the leader in spanish-language rap and hip-hop. millan says that spain is actually just behind the united states and france in terms of overall rap and hip-hop production. that might be changing  though  as more and more latin american artists are finding audiences.  but one spaniard is still firmly in latinohiphopradio.com s top 10. his name is tote king and manuel millan says that he is the hip-hop leader in spain. on his track uno contra veinte emcees  or one against 20 emcees  tote king shows he is well aware of that fact.  it s basically him bragging that he s one of the best emcees in spain right now   millan says.  and it s pretty much true. he has the tightest productions  and his rap flow is impeccable  it s amazing.  latinohiphopradio.com is hoping to expand in the coming year. millan says they want to include more music and more news from the world of spanish language hip-hop and rap.  clark boyd is technology correspondent for the world  a bbc world service and wgbh-boston co-production.,tech
111,us trade gap hits record in 2004 the gap between us exports and imports hit an all-time high of $671.7bn (£484bn) in 2004  latest figures show.  the commerce department said the trade deficit for all of last year was 24.4% above the previous record - 2003 s imbalance of $496.5bn. the deficit with china  up 30.5% at $162bn  was the largest ever recorded with a single country. however  on a monthly basis the us trade gap narrowed by 4.9% in december to £56.4bn. the us consumer s appetite for all things from oil to imported cars  and even wine and cheese  reached record levels last year and the figures are likely to spark fresh criticism of president bush s economic policies.  democrats claim the administration has not done enough to clamp down on unfair foreign trade practices. for example  they believe china s currency policy - which us manufacturers claim has undervalued the yuan by as much as 40% - has given china s rapidly expanding economy an unfair advantage against us competitors.  meanwhile  the bush administration argues that the us deficit reflects the fact the america is growing at faster rate than the rest of the world  spurring on more demand for imported goods. some economists say this may allow an upward revision of us economic growth in the fourth quarter. but others point out that the deficit has reached such astronomical proportions that foreigners many choose not to hold as many dollar-denominated assets  which may in turn harm growth. for all of 2004  us exports rose 12.3% to $1.15 trillion  but imports rose even faster by 16.3% to a new record of $1.76 trillion. foreign oil exports surged by 35.7% to a record $180.7bn  reflecting the rally in global oil prices and increasing domestic demand. imports were not affected by the dollar s weakness last year.  we expect the deficit to continue to widen in 2005 even if the dollar gets back to its downward trend   said economist marie-pierre ripert at ixis.,business
114,berlin hails european cinema organisers say this year s berlin film festival  which opens on thursday with period epic man to man  will celebrate a revitalised european cinema.  of the 21 films in competition for the golden and silver bear awards  more than half are from europe with france particularly well represented. festival director dieter kosslick says this strong showing signals  a new consciousness for european films .  they re on an incredible winning streak   he told the reuters agency.  this isn t to say there aren t any good american films   he continued.  it s just that there are more good european films.   however  mr kosslick refused to accept that widespread opposition to the iraq war had turned audiences against hollywood imports.  there is no anti-american mood   he said. some 350 films will be screened at this year s festival  with a further 300 shown at the european film market that runs alongside it. more than a dozen celebrities are scheduled to attend  among them will smith  kevin spacey and keanu reeves. but mr kosslick says more would be coming had the academy awards not been brought forward to 27 february.  i m not worried that we won t be able to fill the red carpet with stars   he said  though he admitted the festival may be moved to january next year to avoid a similar clash. the 10-day berlinale runs until 20 february.,entertainment
115,beckham relief as real go through david beckham expressed his relief at real madrid s passage to the champions league knockout phase.  after real s 3-0 win at roma  the england skipper admitted another season of under-achievement would not be tolerated at the bernabeu stadium. beckham said:  it s expected of madrid to get through  but it s a relief for the club and players to have won.  we lost momentum last season but we cannot afford to to go another season without winning anything.  real s finish as runners-up in their champions league group means they cannot face his old club manchester united in the next round. but real could be drawn against other premiership hopefuls  arsenal or chelsea  who won their respective groups.  it s going to be great whoever we play  even if we don t get either of the two english teams.,sport
117,animation charms japan box office oscar-winning director hayao miyazaki s latest film has set a new japanese box office record  with 1.5bn yen ($14.3m) in two days  according to reports.  howl s moving castle is the follow-up to miyazaki s spirited away  which won best animation at last year s oscars. it is based on the children s book by english writer diana wynne jones. it has registered the highest opening weekend takings of any japanese film in the country  according to trade publication screen daily.  the film is about an 18-year-old girl who is trapped in an old woman s body after being put under a spell by a witch. its two-day takings represented 1.1 million cinema admissions  screen daily said. the film s distributor toho expects 40 million people to see it in total - almost one third of the country s population - it added. the film won the golden osella for outstanding technical contribution at this year s venice film festival.,entertainment
119,chelsea denied by james heroics a brave defensive display  led by keeper david james  helped manchester city hold the leaders chelsea.  after a quiet opening  james denied damien duff  jiri jarosik and mateja kezman  while paul bosvelt cleared william gallas  header off the line. robbie fowler should have scored for the visitors but sent his header wide. chelsea had most of the possession in the second half but james kept out frank lampard s free-kick and superbly tipped the same player s volley wide. city went into the game with the proud record of being the only domestic team to beat chelsea this season. and there was little to alarm them in the first 30 minutes as chelsea - deprived of arjen robben and didier drogba through injury - struggled to pose much of a threat. indeed  it was the visitors who looked likelier to enliven a drab opening played at a lethargic pace. shaun wright-phillips - watched by england boss sven-goran eriksson - showed his customary trickery to burst into the right of the area and deliver a dangerous ball  which was blocked by john terry. but chelsea suddenly stepped up a gear and created a flurry of chances. first  duff got round ben thatcher and blasted in a shot that james parried to kezman  who turned the ball wide.  soon afterwards  jarosik found space in the area to powerfully head lampard s corner goalwards but james tipped the ball over. chelsea were now looking more like premiership leaders and james kept out kezman s fierce drive before bosvelt and james combined to clear gallas  header from duff s corner. city broke swiftly up the field and the last chance of a frenetic spell should have resulted in fowler celebrating his 150th premiership goal. wright-phillips raced down the left and crossed to fowler but city s lone man up front  left free by terry s slip  contrived to head wide when it seemed a breakthrough was certain. the second half started as quietly as the first  although james was forced to divert a cross from the lively duff away from eidur gudjohnsen s path. there was a nasty moment for petr cech  looking for a ninth straight clean sheet in the league  when a series of ricochets saw fowler chase a loose ball in the area and collide accidently with the czech republic stopper. another quiet spell followed  which duff interrupted with a surging run that was halted illegally on the edge of the penalty area by bosvelt. lampard stepped up to blast a shot through the wall and james somehow blocked it with his legs. another timely challenge  this time from richard dunne in time added on  prevented gudjohnsen from getting in a shot. there was still time for james to produce a sensational save to tip lampard s volley round the post.  cech  paulo ferreira  gallas  terry  bridge  jarosik (tiago 56)  lampard  makelele  duff  gudjohnsen  kezman (cole 63).  subs not used: johnson  smertin  cudicini.  makelele  gudjohnsen.  james  mills  distin  dunne  thatcher  shaun wright-phillips  bosvelt  barton  sibierski (mcmanaman 85)  musampa  fowler.  subs not used: macken  weaver  onuoha  jordan.  bosvelt.  42 093  h webb (s yorkshire).,sport
120,chelsea sack mutu chelsea have sacked adrian mutu after he failed a drugs test.  the 25-year-old tested positive for a banned substance - which he later denied was cocaine - in october. chelsea have decided to write off a possible transfer fee for mutu  a £15.8m signing from parma last season  who may face a two-year suspension. a statement from chelsea explaining the decision read: we want to make clear that chelsea has a zero tolerance policy towards drugs.  mutu scored six goals in his first five games after arriving at stamford bridge but his form went into decline and he was frozen out by coach jose mourinho. chelsea s statement added:  this applies to both performance-enhancing drugs or so-called  recreational  drugs. they have no place at our club or in sport.  in coming to a decision on this case  chelsea believed the club s social responsibility to its fans  players  employees and other stakeholders in football regarding drugs was more important than the major financial considerations to the company.  any player who takes drugs breaches his contract with the club as well as football association rules.  the club totally supports the fa in strong action on all drugs cases.  fifa s disciplinary code stipulates that a first doping offence should be followed by a six-month ban. and the sport s world governing body has re-iterated their stance over mutu s failed drugs test  maintaining it is a matter for the domestic sporting authorities.  fifa is not in a position to make any comment on the matter until the english fa have informed us of their disciplinary decision and the relevant information associated with it   said a fifa spokesman. chelsea s move won backing from drug-testing expert michelle verroken. verroken  a former director of drug-free sport for uk sport  insists the blues were right to sack mutu and have enhanced their reputation by doing so.  chelsea are saying quite clearly to the rest of their players and their fans that this is a situation they are not prepared to tolerate.  it was a very difficult decision for them and an expensive decision for them but the terms of his contract were breached and it was the only decision they could make.  it is a very clear stance by chelsea and it has given a strong boost to the reputation of the club.  it emerged that mutu had failed a drugs test on october 18 and  although it was initially reported that the banned substance in question was cocaine. the romanian international later suggested it was a substance designed to enhance sexual performance. the football association has yet to act on mutu s failed drugs test and refuses to discuss his case.,sport
121,slater to star in broadway play actor christian slater is stepping into the role of tom in the broadway revival of the glass menagerie.  slater  35  is replacing actor dallas roberts in the tennessee williams drama  which opens next month. no reason was given for roberts  departure. the role will be played by understudy joey collins until slater joins the show. slater won rave reviews for his recent performance in one flew over the cuckoo s nest in london s west end.  he has also starred in a number of films  including heathers  robin hood: prince of thieves and more recently churchill: the hollywood years. preview performances of the glass menagerie will begin at new york s ethel barrymore theatre on thursday. philip rinaldi  a spokesman for the show  said the play s 15 march opening date remains unchanged. the revival  directed by david leveaux  will also star jessica lange as the domineering mother  amanda wingfield.,entertainment
122,jack cunningham to stand down veteran labour mp and former cabinet minister jack cunningham has said he will stand down at the next election.  one of the few blair-era ministers to serve under jim callaghan  he was given the agriculture portfolio when labour regained power in 1997. mr cunningham went on to become tony blair s  cabinet enforcer . he has represented the constituency now known as copeland since 1970. mr blair said he was a  huge figure  in labour and a  valued  personal friend .  during labour s long period in opposition  mr cunningham held a number of shadow roles including foreign affairs  the environment and as trade spokesman. as agriculture minister he caused controversy when he decided to ban beef on the bone in the wake of fears over bse. he quit the government in 1999 and in recent years has served as the chairman of the all-party committee on lords reform and has been a loyal supporter of the government from the backbenches.,politics
123,safety alert as gm recalls cars the world s biggest carmaker general motors (gm) is recalling nearly 200 000 vehicles in the us on safety grounds  according to federal regulators.  the national highway traffic safety administration (nhtsa) said the largest recall involves 155 465 pickups  vans and sports utility vehicles (suvs). this is because of possible malfunctions with the braking systems. the affected vehicles in the product recall are from the 2004 and 2005 model years  gm said. those vehicles with potential faults are the chevrolet avalanche  express  kodiak  silverade and suburban; the gmc savana  sierra and yukon.  the nhtsa said a pressure accumulator in the braking system could crack during normal driving and fragments could injure people if the hood was open. this could allow hydraulic fluid to leak  which could make it harder to brake or steer and could cause a crash  it warned. gm is also recalling 19 924 cadillac xlr coupes  srx suvs and pontiac grand prix sedans from the 2004 model year. this is because the accelerator pedal may not work properly in extremely cold temperatures  requiring more braking. in addition  the car giant is calling back 17 815 buick raniers  chevrolet trailblazers  gmc envoys and isuzu ascenders from the 2005 model years because the windshield is not properly fitted and could fall out in a crash. however  gm stressed that it did not know of any injuries related to the problems. news of the recall follows an announcement last month that gm expects earnings this year be lower than in 2004. the world s biggest car maker is grappling with losses in its european business  weak us sales and now a product recall. in january  gm said higher healthcare costs in north america  and lower profits at its financial services subsidiary would hurt its performance in 2005.,business
125,profits slide at india s dr reddy profits at indian drugmaker dr reddy s fell 93% as research costs rose and sales flagged.  the firm said its profits were 40m rupees ($915 000; £486 000) for the three months to december on sales which fell 8% to 4.7bn rupees. dr reddy s has built its reputation on producing generic versions of big-name pharmaceutical products. but competition has intensified and the firm and the company is short on new product launches. the most recent was the annoucement in december 2000 that it had won exclusive marketing rights for a generic version of the famous anti-depressant prozac from its maker  eli lilly. it also lost a key court case in march 2004  banning it from selling a version of pfizer s popular hypertension drug norvasc in the us. research and development of new drugs is continuing apace  with r&d spending rising 37% to 705m rupees - a key cause of the decrease in profits alongside the fall in sales. patents on a number of well-known products are due to run out in the near future  representing an opportunity for dr reddy  whose shares are listed in new york  and other indian generics manufacturers.  sales in dr reddy s generics business fell 8.6% to 966m rupees. another staple of the the firm s business  the sale of ingredients for drugs  also performed poorly. sales were down more than 25% from the previous year to 1.4bn rupees in the face of strong competition both at home  and in the us and europe. dr reddy s indian competitors are gathering strength although they too face heavy competitive pressures.,business
126,us crude prices surge above $53 us crude prices have soared to fresh four-month highs above $53 in the us as refinery problems propelled petrol prices to an all-time high.  us light sweet crude futures jumped to $53.09 a barrel in new york before closing at $53.03. the gains tracked a surge in us gasoline futures to a record high of $1.4850 a gallon. the jump followed a fire at western refining company s refinery in texas  which shut down petrol production. a spokesman for the group was unable to say when the production unit would be back up and running.  this market simply wants to go up   citigroup global markets analyst kyle cooper told reuters news agency. ed silliere  analyst at energy merchant  added:  gasoline is up because of the refinery issues in texas  which means there will be a scramble for product in the (us) gulf coast.   elsewhere  a refinery in houston was closed due to mechanical problems  while on tuesday production at bp s texas city refinery was taken down for a short time. in the approach to spring  the market becomes much more sensitive to problems with petrol production as dealers anticipate rising demand for fuel ahead of the holiday season. the rise in prices came despite a us government report that showed domestic supplies of fuel oil and fuel were rising. meanwhile  oil production cartel opec s recent announcement that it was now unlikely to cut production levels has also failed to calm fears on the market. oil prices are roughly 45% higher than a year ago and have risen sharply in recent weeks due to a combination of colder weather  the declining value of the dollar and fears that opec could rein in production to head off a seasonal drop in demand. instability in iraq and underlying fears about terrorism have also played a part in the rally.,business
128,benitez deflects blame from dudek liverpool manager rafael benitez has refused to point the finger of blame at goalkeeper jerzy dudek after portsmouth claimed a draw at anfield.  dudek fumbled a cross before lomana lualua headed home an injury-time equaliser  levelling after steven gerrard put liverpool ahead. benitez said:  it was difficult for jerzy. it was an unlucky moment.  he was expecting a cross from matthew taylor and it ended up like a shot  so i don t blame him for what happened.  benitez admitted it was a costly loss of two points by liverpool  who followed up their derby defeat against everton with a disappointing draw. he said:  we had many opportunities but didn t score and  in the end  a 1-0 lead was not enough.  if you don t have any chances you have to think of other things  but when you are creating so many chances as we are there is nothing you can say to the players. it was a pity.  we lost two points  but we have one more point in the table. now we have another difficult game against newcastle and we have to recover quickly from that.,sport
130,williams battles to aussie title serena williams staged a remarkable recovery to beat lindsay davenport and win her second australian open title.  the 2003 champion claimed her seventh grand slam title  and her first since wimbledon in 2003  2-6 6-3 6-0. williams had looked close to quitting with a rib injury when she left the court for treatment after five games. she quickly dropped the first set but from 3-3 in the second found another gear as davenport s game collapsed  allowing williams to take the title. williams later explained her injury problem  saying it was the result of lunging for a ball early in the first set.  lindsay had me on the run out wide on my backhand and my back went but eventually i was able to come back  thank goodness   she said. davenport paid tribute to williams  saying:  she s had a tough couple of years and she s come back like a champion.   the 23-year-old former world number one was in desperate trouble in the early stages as the injury hampered her service action. davenport took advantage to race through the opening set and held six break points in game five of the second.  i kept thinking to myself  i m not losing this game   said williams afterwards.   i don t care if my arm falls off  i m not losing this game . and i guess that s what happened.  i didn t want to lose that particular game because it would have given her a lot of momentum  and a lot of confidence.  despite letting the break points slip away davenport looked comfortable enough at 3-3  but from 40-0 up she just folded. williams won nine consecutive points for the set and powered through the decider as a lacklustre davenport looked to have run out of energy after a gruelling two weeks.  i felt like i was playing well and in control pretty much of the match   said davenport.  then i just had that horrible lapse  i think serving up 40-0  and made a few errors and opened up the door for her and she just kept going through it.  at the end i think i was a little bit fatigued but she took advantage of it and kept going - she s a great frontrunner when she gets going.,sport
